Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2012-01-02,196.19713593753252,196.60883150145028,191.8971781232044,195.25938415527344,3514998,0.0,0.0,HDFCBANK
2012-01-03,197.340774940298,201.6864805231837,196.70035796219707,200.88595581054688,3439238,0.0,0.0,HDFCBANK
2012-01-04,202.1439153222984,203.53912385729345,197.08917934677,202.78433227539065,4871478,0.0,0.0,HDFCBANK
2012-01-05,203.1045199378188,204.33962057551105,201.4119766876541,202.9444122314453,3380606,0.0,0.0,HDFCBANK
2012-01-06,201.73218064225463,209.11987562206627,200.7944289239653,207.3587188720703,3977222,0.0,0.0,HDFCBANK
2012-01-09,206.7183288327336,209.0970361747689,204.01942001468217,208.4566192626953,4231968,0.0,0.0,HDFCBANK
2012-01-10,210.42358888568023,211.47570124609268,208.59381854754392,210.286361694336,4491386,0.0,0.0,HDFCBANK
2012-01-11,210.65233486025664,212.25338409372227,208.136400350525,211.6358337402344,3859556,0.0,0.0,HDFCBANK
2012-01-12,211.20128907822848,214.58636208837967,210.97256774024467,213.4656219482422,3987722,0.0,0.0,HDFCBANK
2012-01-13,214.9980224661621,216.3932168151711,210.9039056032691,214.81504821777344,3690842,0.0,0.0,HDFCBANK
2012-01-16,213.53421144029903,214.0145345718411,209.6230825865308,210.6523284912109,3191710,0.0,0.0,HDFCBANK
2012-01-17,212.2076517841852,214.540612192789,211.79595617326504,214.2661437988281,3661008,0.0,0.0,HDFCBANK
2012-01-18,216.32462086938045,222.0426538483768,214.81506574694205,220.4416046142578,10068622,0.0,0.0,HDFCBANK
2012-01-19,222.31712641762863,224.2612576671656,219.70969774599783,222.68307495117188,8421088,0.0,0.0,HDFCBANK
2012-01-20,224.14689540635632,225.7250781110912,219.77832374316745,224.3984832763672,7195130,0.0,0.0,HDFCBANK
2012-01-23,222.31712221508184,223.11764683211143,219.9841619677301,221.40223693847656,3766864,0.0,0.0,HDFCBANK
2012-01-24,221.9740153086116,225.5649424080334,219.8240295660165,223.59793090820312,7531976,0.0,0.0,HDFCBANK
2012-01-25,224.26122408885243,225.51919117961089,222.202732485793,224.2383575439453,7409550,0.0,0.0,HDFCBANK
2012-01-27,230.50537189728496,230.5511189589284,219.4123865108683,221.49375915527344,7438818,0.0,0.0,HDFCBANK
2012-01-30,220.9219003956771,220.9447669407441,216.3703411241656,219.1378631591797,4987508,0.0,0.0,HDFCBANK
2012-01-31,221.1735341345712,226.43412491543484,219.50387115700127,225.1075439453125,5326924,0.0,0.0,HDFCBANK
2012-02-01,226.2053519969263,228.5840589568451,220.18998496333344,227.4175720214844,6010298,0.0,0.0,HDFCBANK
2012-02-02,228.2638402489656,228.7212828145948,224.7415269096051,227.7606506347656,11420854,0.0,0.0,HDFCBANK
2012-02-03,227.5777144067081,232.38086214795533,226.5484684621552,231.5803375244141,7457502,0.0,0.0,HDFCBANK
2012-02-06,233.29573425940384,236.0403899565733,228.7213080974548,232.24362182617188,8719312,0.0,0.0,HDFCBANK
2012-02-07,235.1255108383844,235.76594168574363,232.3808550698429,232.9755249023437,6037854,0.0,0.0,HDFCBANK
2012-02-08,233.6159769636972,236.8638087500312,229.9793021561273,232.58673095703125,6930574,0.0,0.0,HDFCBANK
2012-02-09,231.32872457922463,240.59193707606656,231.3058440735788,239.03662109375,8680512,0.0,0.0,HDFCBANK
2012-02-10,239.15100287008977,240.4547311257625,235.1255132850241,236.7265625,5757586,0.0,0.0,HDFCBANK
2012-02-13,237.252651805274,240.1574015898024,235.99468446361303,238.76220703125,7307162,0.0,0.0,HDFCBANK
2012-02-14,239.01377079868016,239.6084406252633,235.60581766930457,236.9095458984375,6557414,0.0,0.0,HDFCBANK
2012-02-15,238.0988983242784,244.6860836246261,236.6122097180269,243.8397979736328,9689792,0.0,0.0,HDFCBANK
2012-02-16,242.9020678796252,246.0355391315068,239.35688703957408,240.8207092285156,4062132,0.0,0.0,HDFCBANK
2012-02-17,243.0164078126504,243.8169324501509,237.91591109711376,241.6669464111328,7109824,0.0,0.0,HDFCBANK
2012-02-21,240.6148021356168,244.04562155770256,238.09886789275384,243.38232421875,7415568,0.0,0.0,HDFCBANK
2012-02-22,242.4446127072792,246.5158635981334,240.91219094593689,243.10791015625,6961554,0.0,0.0,HDFCBANK
2012-02-23,241.16378482943185,245.1664082520369,241.16378482943185,243.8855743408203,8547874,0.0,0.0,HDFCBANK
2012-02-24,241.16375704314805,244.91479214530725,235.7430451947584,239.99728393554688,8190084,0.0,0.0,HDFCBANK
2012-02-27,241.02656180851284,243.10792044050288,234.2792822071709,235.85743713378903,7660646,0.0,0.0,HDFCBANK
2012-02-28,237.5270947987577,243.9999194312156,234.7595723644162,242.6733245849609,7400574,0.0,0.0,HDFCBANK
2012-02-29,244.2286378261984,246.97329367925883,234.8281691933997,236.5435791015625,9994318,0.0,0.0,HDFCBANK
2012-03-01,236.49783138171244,238.92227165131908,231.14574721517,235.12550354003903,6099246,0.0,0.0,HDFCBANK
2012-03-02,235.12553293251133,240.15740231433543,232.266516238293,237.2983856201172,4058348,0.0,0.0,HDFCBANK
2012-03-05,237.87018188703087,238.30475799564903,231.2601299024995,233.73033142089844,5025686,0.0,0.0,HDFCBANK
2012-03-06,233.20424378128843,238.32760674641773,230.20800018260024,232.1063842773437,5798594,0.0,0.0,HDFCBANK
2012-03-07,231.8548214220821,236.9553044300644,227.6005961904589,235.8803253173828,3788818,0.0,0.0,HDFCBANK
